CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
136069101,CM,Canadian Imperial Bank of Commerce,26632,2206,1.68M,139.42K,+9%,<.01%
89400J107,TRU,TransUnion,78583,1500,7.29M,139.07K,+1.9%,0.02%
723484101,PNW,Pinnacle West Capital Corp,1600,1600,135.63K,135.63K,NEW,<.01%
88557W101,QFIN,Qfin Holdings Inc,21700,3500,832.85K,134.33K,+19.2%,<.01%
57686G105,MATX,Matson Inc,9975,980,1.35M,132.14K,+10.9%,<.01%
053611109,AVY,Avery Dennison Corp,30982,700,5.8M,130.99K,+2.3%,0.02%
929089100,VOYA,Voya Financial Inc,25047,1890,1.72M,130.09K,+8.2%,<.01%
703343103,PATK,Patrick Industries Inc.,11466,1565,952.6K,130.02K,+15.8%,<.01%
17243V102,CNK,Cinemark Holdings Inc,50113,4165,1.55M,129.03K,+9.1%,<.01%
25402D102,DOCN,DigitalOcean Holdings Inc,37538,3494,1.28M,119.04K,+10.3%,<.01%
525327102,LDOS,Leidos Holdings Inc,2300,800,331.34K,115.25K,+53.3%,<.01%
398905109,GPI,Group 1 Automotive Inc,4356,269,1.84M,113.38K,+6.6%,<.01%
926400102,VSCO,Victorias Secret & Company,38133,2676,1.58M,110.84K,+7.5%,<.01%
941848103,WAT,Waters Corp,22986,295,8.53M,109.44K,+1.3%,0.03%
98585X104,YETI,YETI Holdings Inc,36061,2805,1.39M,108.02K,+8.4%,<.01%
74386T105,PFS,Provident Financial Services Inc,81419,5704,1.54M,107.63K,+7.5%,<.01%
499049104,KNX,Knight-Swift Transportation Holdings Inc,73375,2000,3.89M,106.08K,+2.8%,0.01%
72147K108,PPC,Pilgrims Pride Corp,32651,2271,1.48M,103.08K,+7.5%,<.01%
74736K101,QRVO,Qorvo Inc,35771,1400,2.5M,97.9K,+4.1%,<.01%
G3323L100,FN,Fabrinet,8994,441,1.98M,96.97K,+5.2%,<.01%
159864107,CRL,Charles River Laboratories International Inc,15755,500,2.91M,92.3K,+3.3%,<.01%
00737L103,ATGE,Adtalem Global Education Inc,19872,933,1.81M,84.76K,+4.9%,<.01%
48020Q107,JLL,Jones Lang Lasalle Inc.,9215,317,2.33M,80.25K,+3.6%,<.01%
H11356104,BG,Bunge Global SA,2290,1000,178.07K,77.76K,+77.5%,<.01%
12769G100,CZR,Caesars Entertainment Inc,2200,2200,73.52K,73.52K,NEW,<.01%
65290E101,NXT,Nextpower Inc A (US),113026,1954,4.13M,71.38K,+1.8%,0.01%
78463M107,SPSC,SPS Commerce Inc.,10357,384,1.91M,70.65K,+3.9%,<.01%
71377A103,PFGC,Performance Food Group Co,29063,819,2.46M,69.25K,+2.9%,<.01%
546347105,LPX,Louisiana-Pacific Corp.,17492,609,1.81M,63.06K,+3.6%,<.01%
364760108,GAP,Gap Inc/The,79280,2572,1.87M,60.78K,+3.4%,<.01%
48553T106,BZ,Kanzhun Ltd,43200,4300,596.16K,59.34K,+11.1%,<.01%
G0378L100,AU,Anglogold Ashanti Plc,12100,2200,279.27K,50.78K,+22.2%,<.01%
02005N100,ALLY,Ally Financial Inc,95141,1400,3.43M,50.41K,+1.5%,0.01%
98980L101,ZM,Zoom Communications Inc,121970,558,9.95M,45.54K,+0.5%,0.03%
018802108,LNT,Alliant Energy Corp,3000,600,177.42K,35.48K,+25%,<.01%
03073E105,COR,Cencora Inc.,146100,144,32.83M,32.35K,+0.1%,0.1%
806407102,HSIC,Henry Schein Inc,57751,400,4M,27.68K,+0.7%,0.01%
192446102,CTSH,Cognizant Technology Solutions Corp.,356133,292,27.39M,22.45K,+0.1%,0.08%
313745101,FRT,Federal Realty Investment Trust,800,200,89.56K,22.39K,+33.3%,<.01%
902494103,TSN,Tyson Foods Inc,145051,200,8.33M,11.49K,+0.1%,0.02%
45569U101,INDI,indie Semiconductor Inc,2600,2600,10.53K,10.53K,NEW,<.01%
302491303,FMC,FMC Corp,1700,200,82.64K,9.72K,+13.3%,<.01%
44332N106,HTHT,H World Group Ltd,30268,200,999.75K,6.61K,+0.7%,<.01%
84265V105,SCCO,Southern Copper Corp.,22,22,2K,2K,NEW,<.01%
35952H700,FCEL,FuelCell Energy Inc. (US),72,72,651,651,NEW,<.01%
55939A107,MAGN,Magnera Corp (US),29,29,527,527,NEW,<.01%
35671D857,FCX,Freeport-McMoran Inc,11529,9,439.02K,342.72,+0.1%,<.01%
389930207,BTC,Grayscale Bitcoin Mini Trust ETF,6,6,251,251,NEW,<.01%
56035L104,MAIN,Main Street Capital Corp,7,4,410,234.29,+133.3%,<.01%
09609G209,BLUE,Bluebird Bio Inc OLD,10,10,83,83,NEW,<.01%
83587W304,SOS,China Rapid Finance Ltd (US) ADR OLD,7,7,48,48,NEW,<.01%
691543102,OXLC,Oxford Lane Capital Corp OLD,12,7,61,35.58,+140%,<.01%
13803R300,GOEVQ,Canoo Inc -A (US),23,23,32,32,NEW,<.01%
74347G192,SQQQ,ProShares UltraPro Short QQQ ETF OLD,1,1,31,31,NEW,<.01%
00853E404,RYM,RYTHM Inc (US),1,1,29,29,NEW,<.01%
269808101,ECC,Eagle Point Credit Company Inc,11,3,98,26.73,+37.5%,<.01%
83671M105,SOBO,SOUTH BOW CORP (US),1,1,24,24,NEW,<.01%
708062104,PNNT,PennantPark Investment corp.,3,3,21,21,NEW,<.01%
75629V104,RXRX,RECURSION PHARMACEUTICALS INC A (US),3,3,20,20,NEW,<.01%
29273B500,NDRA,ENDRA Life Sciences Inc,3,3,19,19,NEW,<.01%
21924B302,CLM,Cornerstone Strategic Investment Fund Inc,4,2,34,17,+100%,<.01%
454089103,IFN,India Fund Inc.,1,1,16,16,NEW,<.01%
60879E309,MNTS,MOMENTUS INC A (US),2,2,16,16,NEW,<.01%
067901108,B,Barrick Gold Corp. (CAD) Old,4,1,62,15.5,+33.3%,<.01%
03837J200,AQMS,Aqua Metals Inc. OLD,6,6,15,15,NEW,<.01%
450047303,IRS,IRSA Inversiones Y Representaciones (ADR),1,1,15,15,NEW,<.01%
044103794,AHT,Ashford Hospitality Trust Inc,2,2,14,14,NEW,<.01%
98400T106,XFLT,XAI Octagon Floating Rate Alternative Income T,2,2,13,13,NEW,<.01%
140755208,TVRD,Cara Therapeutics Inc OLD,2,2,12,12,NEW,<.01%
90137F400,XXII,22nd Century Group Inc OLD,2,2,11,11,NEW,<.01%
74348T102,PSEC,Prospect Capital Corp,8,2,34,8.5,+33.3%,<.01%
17322U306,CTXR,CITIUS PHARMACEUTICALS INC (US),2,2,8,8,NEW,<.01%
68404V209,OPTN,Optinose Inc OLD,1,1,7,7,NEW,<.01%
82655M206,SIFY,Sify Technologies Ltd. (ADR),2,2,6,6,NEW,<.01%
457637700,INM,InMed Pharmaceuticals Inc (US),1,1,5,5,NEW,<.01%
03835L405,APVO,Aptevo Therapeutics Inc (US) OLD,1,1,4,4,NEW,<.01%
74754R301,AIXC,AIxCrypto Holdings Inc (US),1,1,4,4,NEW,<.01%
92864V509,VLCN,Volcon Inc OLD,1,1,4,4,NEW,<.01%
72303P404,SUNE,Sunation Energy Inc (US) OLD,1,1,3,3,NEW,<.01%
73102V204,POLA,POLAR POWER INC (US),1,1,3,3,NEW,<.01%
78637J204,RENX,SAFE & GREEN DEVELOPMENT CORPORATION,1,1,3,3,NEW,<.01%
89357L402,RNAZ,TRANSCODE THERAPEUTICS INC (US) OLD,1,1,3,3,NEW,<.01%
45826T509,ITRG,Integra Resources Corp (CA),2,2,2,2,NEW,<.01%
00808Y406,AEMD,Aethlon Medical Inc OLD,1,1,1,1,NEW,<.01%
189054109,CLX,Clorox Co/The,59990,0,9.74M,0,NO CHANGE,0.03%
08265T208,BSY,Bentley Systems Inc,56310,0,2.63M,0,NO CHANGE,<.01%
26441C204,DUK,Duke Energy Corp,6987,0,752.78K,0,NO CHANGE,<.01%
89677Q107,TCOM,Trip.com Group Ltd,5327,0,365.75K,0,NO CHANGE,<.01%
98980A105,ZTO,ZTO Express Cayman Inc,17724,0,346.5K,0,NO CHANGE,<.01%
98389B100,XEL,Xcel Energy Inc,4799,0,324.03K,0,NO CHANGE,<.01%
05278C107,ATHM,Autohome Inc,10168,0,263.86K,0,NO CHANGE,<.01%
92939U106,WEC,WEC Energy Group Inc,2759,0,259.46K,0,NO CHANGE,<.01%
337932107,FE,FirstEnergy Corp,6162,0,245.12K,0,NO CHANGE,<.01%
52490G102,LEGN,Legend Biotech Corp,7400,0,240.8K,0,NO CHANGE,<.01%
233331107,DTE,DTE Energy Co,1975,0,238.48K,0,NO CHANGE,<.01%
023608102,AEE,Ameren Corp,2201,0,196.2K,0,NO CHANGE,<.01%
30034W106,EVRG,Evergy Inc,2500,0,153.88K,0,NO CHANGE,<.01%
358054104,FRSH,Freshworks Inc (US),8000,0,129.36K,0,NO CHANGE,<.01%
G4R20B107,INTR,Inter & Co Inc,17300,0,73.01K,0,NO CHANGE,<.01%
00130H105,AES,AES Corp/The,5500,0,70.78K,0,NO CHANGE,<.01%
670002401,NVAX,Novavax Inc,7400,0,59.5K,0,NO CHANGE,<.01%
42806J700,HTZ,Hertz Global Holdings Inc,8000,0,29.28K,0,NO CHANGE,<.01%
00857U107,AGL,agilon health inc (US),10000,0,19K,0,NO CHANGE,<.01%
397624206,GEFB,Greif Inc,200,0,13.57K,0,NO CHANGE,<.01%
453836108,INDB,Independent Bank Corp,200,0,12.84K,0,NO CHANGE,<.01%
203607106,CBU,Community Financial System Inc,200,0,12.34K,0,NO CHANGE,<.01%
05534B760,BCE,BCE Inc (CAD),489,0,11.32K,0,NO CHANGE,<.01%
90385V107,UCTT,Ultra Clean Holdings Inc,200,0,7.19K,0,NO CHANGE,<.01%
001744101,AMN,AMN Healthcare Services Inc,300,0,7.18K,0,NO CHANGE,<.01%
153527205,CENTA,Central Garden & Pet Co,200,0,6.61K,0,NO CHANGE,<.01%
094235108,BLMN,Bloomin' Brands Inc,500,0,6.11K,0,NO CHANGE,<.01%
00165C302,AMC,AMC Entertainment Holdings Inc,1000,0,3.98K,0,NO CHANGE,<.01%
69478X105,PPBI,Pacific Premier Bancorp Inc,100,0,2.49K,0,NO CHANGE,<.01%
80880W106,SCLX,Scilex Holding Co,4898,0,2.09K,0,NO CHANGE,<.01%
378973408,GSAT,Globalstar Inc,600,0,1.24K,0,NO CHANGE,<.01%
674599162,OXYWS,Occidental Petroleum Corp Wts 03/08-2027,39,0,1.07K,0,NO CHANGE,<.01%
17253J106,CIFR,Cipher Mining Inc,200,0,928,0,NO CHANGE,<.01%
47215P106,JD,JD.com Inc ADR,16,0,555,0,NO CHANGE,<.01%
37733W204,GSK,GSK PLC (ADR) (US),11,0,372,0,NO CHANGE,<.01%
60938K304,ML,MoneyLion Inc (US) A,1,0,86,0,NO CHANGE,<.01%
91822M502,VEON,VEON LTD ADR (US),2,0,80,0,NO CHANGE,<.01%
636274409,NGG,National Grid Plc (sponsored ADR),1,0,59,0,NO CHANGE,<.01%
06748M196,VXX,IPATH SERIES B S&P 500 VIX (US),1,0,46,0,NO CHANGE,<.01%
23248B109,CXAI,CXApp Inc (US),23,0,42,0,NO CHANGE,<.01%
00788A204,ADNH,Advent Technologies Holdings Inc A (US),8,0,40,0,NO CHANGE,<.01%
9837FR209,SPRU,SPRUCE POWER HOLDING CORP (US),11,0,33,0,NO CHANGE,<.01%
812215200,SEG,SEAPORT ENTERTAINMENT GROUP INC (US),1,0,28,0,NO CHANGE,<.01%
83066P309,SKIL,Skillsoft Corp,1,0,24,0,NO CHANGE,<.01%
06759L103,BBDC,Barings BDC Inc,2,0,19,0,NO CHANGE,<.01%
44951Y201,HYZN,Hyzon Motors Inc A,18,0,19,0,NO CHANGE,<.01%
27829F108,EXG,Eaton Vance Tax-Managed Gl Diversified Eq Inc,2,0,16,0,NO CHANGE,<.01%
71424F105,PR,Permian Resources Corporation A,1,0,14,0,NO CHANGE,<.01%
848560306,SPIR,SPIRE GLOBAL INC A (US),1,0,14,0,NO CHANGE,<.01%
92561V208,RBOT,VICARIOUS SURGICAL INC A (US),1,0,13,0,NO CHANGE,<.01%
152006102,CGAU,Centerra Gold Inc (US),2,0,11,0,NO CHANGE,<.01%
25985W204,DOYU,DouYu International Holdings Ltd ADR,1,0,11,0,NO CHANGE,<.01%
06777U200,BNED,Barnes & Noble Education Inc.,1,0,10,0,NO CHANGE,<.01%
76090R309,RSLS,ReShape Lifesciences Inc (US) Old,2,0,9,0,NO CHANGE,<.01%
31447N204,FMTO,Femto Technologies Inc (US) OLD,1,0,8,0,NO CHANGE,<.01%
641255880,NURO,NeuroMetrix Inc (US) OLD,2,0,8,0,NO CHANGE,<.01%
03044L204,AMWL,American Well Corporation A,1,0,7,0,NO CHANGE,<.01%
073463309,BODI,The Beachbody Company Inc (US),1,0,6,0,NO CHANGE,<.01%
26916J205,GWH,ESS TECH INC (US),1,0,6,0,NO CHANGE,<.01%
46121E304,INTZ,Intrusion Inc,2,0,6,0,NO CHANGE,<.01%
890260847,TNXP,Tonix Pharmaceuticals Holding Corp (US) Old,14,0,5,0,NO CHANGE,<.01%
91818X306,UXIN,UXIN LTD ADR (US),1,0,5,0,NO CHANGE,<.01%
45259L205,IBO,Impact BioMedical Inc (US),3,0,4,0,NO CHANGE,<.01%
02155X205,ATHE,Alteriry Therapeutics Ltd ADR,1,0,3,0,NO CHANGE,<.01%
08653C601,BEST,BEST Inc. (ADR) A,1,0,3,0,NO CHANGE,<.01%
373737105,GGB,Gerdau (ADR),1,0,3,0,NO CHANGE,<.01%
746964105,QTTB,Q32 Bio Inc,1,0,3,0,NO CHANGE,<.01%
81720R604,SNES,SENESTECH INC (US),1,0,3,0,NO CHANGE,<.01%
83548F309,SONM,SONIM TECHNOLOGIES INC (US) OLD,1,0,3,0,NO CHANGE,<.01%
83558L303,SNOA,Sonoma Pharmaceuticals Inc,1,0,3,0,NO CHANGE,<.01%
02451V309,ABAT,American Battery Technology Company (US),1,0,2,0,NO CHANGE,<.01%
09057N409,BPTH,Bio-Path Holdings Inc (US),2,0,2,0,NO CHANGE,<.01%
151190204,CELU,Celularity Inc (US),1,0,2,0,NO CHANGE,<.01%
15713L109,CRVO,CervoMed Inc,1,0,2,0,NO CHANGE,<.01%
204409882,CIGC,Cia Energetica de Minas Gerais SA ADR,1,0,2,0,NO CHANGE,<.01%
26253C201,DSS,DSS Inc,2,0,2,0,NO CHANGE,<.01%
27966L306,EDSA,Edesa Biotech Inc (US),1,0,2,0,NO CHANGE,<.01%
28617B606,ELVA,Electrovaya Inc,1,0,2,0,NO CHANGE,<.01%
54975P201,LU,Lufax Holding Limited ADR,1,0,2,0,NO CHANGE,<.01%
68235C206,IMDX,Insight Molecular Diagnostics,1,0,2,0,NO CHANGE,<.01%
87164U508,TOVX,Theriva Biologics Inc,1,0,2,0,NO CHANGE,<.01%
961884202,NXTT,Next Technology Holding Inc (US) OLD,1,0,2,0,NO CHANGE,<.01%
00653A107,ADAP,Adaptimmune Therapeutics PLC (ADR),1,0,1,0,NO CHANGE,<.01%
02115D208,AEI,Alset Inc. (US),1,0,1,0,NO CHANGE,<.01%
03815U409,APDN,Applied DNA Sciences Inc (US) OLD,3,0,1,0,NO CHANGE,<.01%
04537Y208,AWHL,Aspira Womens Health Inc (US),1,0,1,0,NO CHANGE,<.01%
23254L801,BGMS,CYCLACEL PHARMACEUTICALS INC (US) OLD,2,0,1,0,NO CHANGE,<.01%
339764201,ZSTK,FLORA GROWTH CORP (US) OLD,1,0,1,0,NO CHANGE,<.01%
42237K508,SCPX,Scorpius Holdings Inc,4,0,1,0,NO CHANGE,<.01%
45339J105,INDP,INDAPTUS THERAPEUTICS INC (US) Old,1,0,1,0,NO CHANGE,<.01%
54948X109,LUCD,LUCID DIAGNOSTICS INC (US),1,0,1,0,NO CHANGE,<.01%
60800C208,ORIO,MOGO INC (CA),1,0,1,0,NO CHANGE,<.01%
72352G206,JF,PINTEC TECHNOLOGY HOLDINGS LTD ADR A (US),1,0,1,0,NO CHANGE,<.01%
72941H509,PSTV,Plus Therapeutics Inc,1,0,1,0,NO CHANGE,<.01%
78418A604,OLOX,Safe & Green Holdings Corp OLD,2,0,1,0,NO CHANGE,<.01%
832154405,SMSI,Smith Micro Software Inc.,1,0,1,0,NO CHANGE,<.01%
87166L209,SYBX,Synlogic Inc,1,0,1,0,NO CHANGE,<.01%
92854B109,VANI,Vivani Medical Inc,1,0,1,0,NO CHANGE,<.01%
M2361E179,MBAI,Check-Cap Ltd (US),1,0,1,0,NO CHANGE,<.01%
29273B401,NDRA,ENDRA Life Sciences Inc OLD,0,-3,0,-1,CLOSE,0%
60879E200,MNTS,MOMENTUS INC A (US) OLD,0,-3,0,-1,CLOSE,0%
68236P206,ONCT,Oncternal Therapeutics Inc (US),0,-1,0,-1,CLOSE,0%
78637J105,SAFE.BK,SAFE & GREEN DEVELOPMENT CORPORATION (US)old,0,-2,0,-1,CLOSE,0%
83013Q806,,Siyata Mobile Inc (US) OLD,0,-1,0,-1,CLOSE,0%
89357L303,RNAZ,TRANSCODE THERAPEUTICS INC (US) OLD,0,-2,0,-1,CLOSE,0%
90137F301,XXII,22nd Century Group Inc OLD,0,-3,0,-1,CLOSE,0%
92864V400,,Volcon Inc (US) OLD,0,-1,0,-1,CLOSE,0%
98423K108,ITX.MC,XTI Aerospace Inc OLD,0,-6,0,-1,CLOSE,0%
G0360L134,CYTOF,Altamira Therapeutics Ltd (US),0,-1,0,-1,CLOSE,0%
87241J203,TFFP,TFF Pharmaceuticals Inc,0,-1,0,-2,CLOSE,0%
63911H207,KITT,Nauticus Robotics Inc (US) OLD,0,-2,0,-3,CLOSE,0%
82935V307,SGLY,Singularity Future Technology Ltd (US),0,-2,0,-3,CLOSE,0%
290846401,EMKR,EMCORE Corp,0,-2,0,-4,CLOSE,0%
34960Q307,FBIO,Fortress Biotech Inc (US),0,-3,0,-4,CLOSE,0%
G8884K128,TIRX,TIAN RUIXIANG HOLDINGS LTD (US) OLD,0,-2,0,-4,CLOSE,0%
043635804,ASTI,Ascent Solar Technologies Inc,0,-2,0,-5,CLOSE,0%
67022C205,NCNA,NuCana PLC ADR (US) OLD,0,-2,0,-5,CLOSE,0%
204409601,CIG,Cia Energetica de Minas Gerais Cemig CMI (ADR),0,-3,0,-6,CLOSE,0%
60855D309,MBRX,MOLECULIN BIOTECH INC (US),0,-2,0,-6,CLOSE,0%
87167T300,TAOX,Tao Synergies Inc (US),0,-2,0,-6,CLOSE,0%
98422E103,XERS,Xeris Biopharma Holdings Inc,0,-2,0,-6,CLOSE,0%
016744500,ALLR,Allarity Therapeutics Inc,1,-7,1,-7,-87.5%,<.01%
22112H101,CSCIF,Cosciens Biopharma Inc,0,-2,0,-7,CLOSE,0%
683373401,OTRK,Ontrak Inc.,0,-3,0,-7,CLOSE,0%
829392703,SINT,SiNtx Technologies Inc,0,-2,0,-7,CLOSE,0%
09259E108,TCPC,BlackRock TCP Capital Corp,0,-1,0,-8,CLOSE,0%
602566309,MIND,MIND Technology Inc,0,-2,0,-8,CLOSE,0%
703481101,PTEN,Patterson-Uti Energy Inc.,0,-1,0,-8,CLOSE,0%
81577F406,SEELQ,Seelos Therapeutics Inc (US),0,-2,0,-8,CLOSE,0%
09263B207,BKSY,BlackSky Technology Inc A,0,-2,0,-9,CLOSE,0%
98945L204,ZEPP,Zepp Health Corp ADR (US),0,-2,0,-9,CLOSE,0%
30049G302,EVOK,Evoke Pharma Inc (US),0,-2,0,-10,CLOSE,0%
30205M309,XCUR,EXICURE INC (US),0,-3,0,-10,CLOSE,0%
94987C103,EOD,Allspring Global Dividend Opportunity Fund,0,-2,0,-10,CLOSE,0%
231269309,CRIS,CURIS INC (US),0,-2,0,-11,CLOSE,0%
89532E307,TRVN,Trevena Inc (US),0,-3,0,-11,CLOSE,0%
20441B704,ELPC,Companhia Paranaense de Energia COPEL ADR (US),0,-2,0,-13,CLOSE,0%
28852N109,EFC,ELLINGTON FINANCIAL INC (US),0,-1,0,-13,CLOSE,0%
403783103,GYRE,Gyre Therapeutics Inc,0,-1,0,-13,CLOSE,0%
81751A108,SER,SERINA THERAPEUTICS INC. (US),0,-2,0,-13,CLOSE,0%
00773U207,ADVM,Adverum Biotechnologies Inc,0,-2,0,-14,CLOSE,0%
74019L602,PRPO,Precipio Inc (US),0,-2,0,-14,CLOSE,0%
83413U100,SLRC,SLR Investment Corp,0,-1,0,-15,CLOSE,0%
62526P505,MTL.TO,MULLEN AUTOMOTIVE INC (US) Old,0,-5,0,-16,CLOSE,0%
67401P405,OCSL,Oaktree Specialty Lending Corporation,0,-1,0,-16,CLOSE,0%
226406106,CRESY,Cresud S.A.C.I.F. y A. sponsored ADR,0,-2,0,-17,CLOSE,0%
757468301,RDHL,Redhill Biopharma Ltd ADS,0,-2,0,-17,CLOSE,0%
82835P103,SVM,Silvercorp Metals Inc. (CAD),0,-4,0,-17,CLOSE,0%
44045A102,HRZN,Horizon Technology Finance Corp,3,-2,27,-18,-40%,<.01%
05759B305,BKKT,Bakkt Holdings Inc A,0,-2,0,-19,CLOSE,0%
427096508,HTGC,Hercules Capital Inc,1,-1,20,-20,-50%,<.01%
04010L103,ARCC,Ares Capital Corp.,0,-1,0,-21,CLOSE,0%
74638P208,PPBT,Purple Biotech Ltd (ADR),0,-4,0,-22,CLOSE,0%
376535878,GLAD,Gladstone Capital Corp (US),0,-1,0,-24,CLOSE,0%
12738K109,CDLR,CADELER A/S ADR (US),0,-1,0,-28,CLOSE,0%
766559702,RIGL,Rigel Pharmaceuticals Inc (US),0,-2,0,-32,CLOSE,0%
720795202,,Pieris Pharmaceuticals Inc (US) OLD,0,-2,0,-33,CLOSE,0%
23256X407,HELP,CYBIN INC (US),0,-4,0,-36,CLOSE,0%
471871202,JSPR,JASPER THERAPEUTICS INC (US),0,-2,0,-38,CLOSE,0%
316500107,FDUS,Fidus Investment Corporation,0,-2,0,-39,CLOSE,0%
03761U502,MFIC,MidCap Financial Investment Co,0,-3,0,-40,CLOSE,0%
68232V884,TRAW,Traws Pharma Inc,0,-7,0,-41,CLOSE,0%
67079U306,NUTX,NUTEX HEALTH INC (US),0,-2,0,-43,CLOSE,0%
67079Y308,NVVE,NUVVE HOLDING CORP (US),0,-8,0,-43,CLOSE,0%
40167F101,GOF,Guggenheim Strategic Opportunities Fund,0,-3,0,-47,CLOSE,0%
45782B302,INSG,Inseego Corp,0,-3,0,-49,CLOSE,0%
687604108,ORKA,Oruka Therapeutics Inc,0,-2,0,-49,CLOSE,0%
531229722,LLYVK,Liberty Media Corp Liberty Live C,0,-1,0,-51,CLOSE,0%
878972108,TECX,Tectonic Therapeutic Inc,0,-2,0,-61,CLOSE,0%
011532108,AGI,Alamos Gold Inc. (CAD),0,-4,0,-80,CLOSE,0%
36322Q206,GLTO,Galecto Inc,0,-7,0,-85,CLOSE,0%
47103N106,JBI,Janus International Group Inc,0,-100,0,-1.01K,CLOSE,0%
421298100,HAYW,Hayward Holdings Inc,700,-100,10.7K,-1.53K,-12.5%,<.01%
761330109,RVNC,Revance Therapeutics Inc,600,-600,1.82K,-1.82K,-50%,<.01%
889478103,TOL,Toll Brothers Inc,17891,-25,2.25M,-3.15K,-0.1%,<.01%
54300N103,LBPH,Longboard Pharmaceuticals Inc,0,-100,0,-3.33K,CLOSE,0%
03748R747,AIV,Apartment Investment and Management Co,0,-400,0,-3.62K,CLOSE,0%
98420N105,XENE,Xenon Pharmaceuticals Inc,0,-100,0,-3.94K,CLOSE,0%
65341D102,NXRT,NexPoint Residential Trust Inc,202,-98,8.43K,-4.09K,-32.7%,<.01%
462726100,IRBT,iRobot Corp,0,-500,0,-4.34K,CLOSE,0%
28414H103,ELAN,Elanco Animal Health Inc,47213,-382,571.75K,-4.63K,-0.8%,<.01%
00164V103,AMCX,AMC Networks Inc,0,-600,0,-5.21K,CLOSE,0%
427746102,HRTX,Heron Therapeutics Inc,0,-3500,0,-6.96K,CLOSE,0%
747619104,NX,Quanex Building Products Corp,500,-300,12.12K,-7.27K,-37.5%,<.01%
198516106,COLM,Columbia Sportswear Co,0,-100,0,-8.32K,CLOSE,0%
88830R101,TITN,Titan Machinery Inc,0,-600,0,-8.36K,CLOSE,0%
42226K105,HR,Healthcare Realty Trust Inc,1600,-500,27.12K,-8.47K,-23.8%,<.01%
302520101,FNB,FNB Corp/PA,1000,-600,14.78K,-8.87K,-37.5%,<.01%
G9001E128,LILAK,Liberty Latin America Ltd,400,-1400,2.54K,-8.88K,-77.8%,<.01%
687793109,OSCR,Oscar Health Inc,100,-700,1.34K,-9.41K,-87.5%,<.01%
500255104,KSS,Kohl's Corp,100,-700,1.4K,-9.83K,-87.5%,<.01%
68162K106,ZEUS,Olympic Steel Inc,100,-300,3.28K,-9.84K,-75%,<.01%
58463J304,MPW,Medical Properties Trust Inc,400,-2500,1.58K,-9.88K,-86.2%,<.01%
G1110E107,BHVN,Biohaven Ltd,0,-200,0,-9.99K,CLOSE,0%
88025U109,TXG,10X Genomics Inc,400,-700,5.74K,-10.05K,-63.6%,<.01%
624756102,MLI,Mueller Industries Inc,10135,-132,804.31K,-10.48K,-1.3%,<.01%
09624H208,BXC,BlueLinx Holdings Inc,0,-100,0,-10.54K,CLOSE,0%
693282105,PDFS,PDF Solutions Inc,100,-400,2.71K,-10.83K,-80%,<.01%
92047W101,VVV,Valvoline Inc,100,-300,3.62K,-10.85K,-75%,<.01%
43283X105,HGV,Hilton Grand Vacations Inc,0,-300,0,-10.9K,CLOSE,0%
682406103,OLP,One Liberty Properties Inc,0,-400,0,-11.02K,CLOSE,0%
649445400,FLG,Flagstar Bank NA,200,-1200,1.87K,-11.2K,-85.7%,<.01%
18452B209,CLSK,Cleanspark Inc,0,-1200,0,-11.21K,CLOSE,0%
383082104,GRC,Gorman-Rupp Co/The,100,-300,3.79K,-11.38K,-75%,<.01%
74366E102,PTGX,Protagonist Therapeutics Inc,100,-300,3.86K,-11.58K,-75%,<.01%
00751Y106,AAP,Advance Auto Parts Inc,0,-300,0,-11.7K,CLOSE,0%
88076W103,TDC,Teradata Corp,0,-400,0,-12.14K,CLOSE,0%
640491106,NEOG,Neogen Corp,200,-1000,2.43K,-12.14K,-83.3%,<.01%
62886E108,VYX,NCR Voyix Corp,0,-900,0,-12.21K,CLOSE,0%
39874R101,GO,Grocery Outlet Holding Corp,0,-700,0,-12.29K,CLOSE,0%
278768106,SATS,EchoStar Corp. A,0,-502,0,-12.46K,CLOSE,0%
038923108,ABR,Arbor Realty Trust Inc,200,-900,2.77K,-12.46K,-81.8%,<.01%
126600105,CVBF,CVB Financial Corp,0,-700,0,-12.47K,CLOSE,0%
553368101,MP,MP Materials Corp,100,-800,1.56K,-12.48K,-88.9%,<.01%
09062W204,BLFS,BioLife Solutions Inc,0,-500,0,-12.52K,CLOSE,0%
709789101,PEBO,Peoples Bancorp Inc/OH,100,-400,3.17K,-12.68K,-80%,<.01%
45166A102,IDYA,Ideaya Biosciences Inc,100,-500,2.57K,-12.85K,-83.3%,<.01%
G4740B105,ICHR,Ichor Holdings Ltd,400,-400,12.89K,-12.89K,-50%,<.01%
G8192H106,SPNT,SiriusPoint Ltd,0,-900,0,-12.91K,CLOSE,0%
146229109,CRI,Carter's Inc,0,-200,0,-13K,CLOSE,0%
00217D100,ASTS,AST SpaceMobile Inc,0,-500,0,-13.07K,CLOSE,0%
904311107,UAA,Under Armour Inc,500,-1600,4.14K,-13.25K,-76.2%,<.01%
00181T107,GOLD,Gold.com Inc,0,-300,0,-13.25K,CLOSE,0%
78351F107,RYAN,Ryan Specialty Holdings Inc,0,-200,0,-13.28K,CLOSE,0%
69343T107,PJT,PJT Partners Inc,0,-100,0,-13.33K,CLOSE,0%
