CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,219808,131653,8.54M,5.12M,+149.3%,1.1%
85207H104,PHYS,SPROTT ASSET MANAGEMENT LP,356193,127170,12.99M,4.64M,+55.5%,1.6%
40167F101,GOF,GUGGENHEIM STRATEGIC OPPORTU,362801,362801,4.64M,4.64M,NEW,0.57%
01609W102,BABA,ALIBABA GROUP HLDG LTD,25975,25975,4.4M,4.4M,NEW,0.54%
69374H709,GCOW,PACER FDS TR,95127,95127,4.2M,4.2M,NEW,0.52%
464287556,IBB,ISHARES TR,23052,23052,3.97M,3.97M,NEW,0.49%
58507V107,MDLN,MEDLINE INC,85642,85642,3.79M,3.79M,NEW,0.47%
631103108,NDAQ,NASDAQ INC,37906,37906,3.67M,3.67M,NEW,0.45%
478160104,JNJ,JOHNSON & JOHNSON,26216,15833,5.96M,3.6M,+152.5%,0.73%
26923G301,BBC,ETFIS SER TR I,84970,84970,3.47M,3.47M,NEW,0.43%
09290D101,BLK,BLACKROCK INC,7808,2832,8.74M,3.17M,+56.9%,1.1%
00162Q452,AMLP,ALPS ETF TR,154355,53162,7.72M,2.66M,+52.5%,0.95%
85207K107,PSLV,SPROTT ASSET MANAGEMENT LP,509964,80707,13.47M,2.13M,+18.8%,1.7%
78462F103,SPY,SPDR S&P 500 ETF TR,67601,2903,46.78M,2.01M,+4.5%,5.8%
78468R523,BILS,SPDR SERIES TRUST,98306,18471,9.78M,1.84M,+23.1%,1.2%
194162103,CL,COLGATE PALMOLIVE CO,17633,17633,1.59M,1.59M,NEW,0.2%
98149E303,GLDM,WORLD GOLD TR,13822,13822,1.33M,1.33M,NEW,0.16%
46436E189,ICOP,ISHARES TR,24448,24448,1.25M,1.25M,NEW,0.15%
464287390,ILF,ISHARES TR,323234,34080,11.43M,1.21M,+11.8%,1.4%
040413205,ANET,ARISTA NETWORKS INC,80987,8469,11.48M,1.2M,+11.7%,1.4%
452308109,ITW,ILLINOIS TOOL WKS INC,4463,4463,1.17M,1.17M,NEW,0.14%
464288182,AAXJ,ISHARES TR,99635,11532,9.99M,1.16M,+13.1%,1.2%
46428Q109,SLV,ISHARES SILVER TR,15274,15274,1.15M,1.15M,NEW,0.14%
911549103,UAMY,UNITED STATES ANTIMONY CORP,153515,153515,1.13M,1.13M,NEW,0.14%
G6683N103,NU,NU HLDGS LTD,630649,53921,11.19M,957.1K,+9.3%,1.4%
46137V357,RSP,INVESCO EXCHANGE TRADED FD T,153782,4704,30.46M,931.77K,+3.2%,3.8%
037833100,AAPL,APPLE INC,21243,3468,5.51M,899.87K,+19.5%,0.68%
457187102,INGR,INGREDION INC,7435,7435,878.1K,878.1K,NEW,0.11%
747525103,QCOM,QUALCOMM INC,5362,5362,812.85K,812.85K,NEW,0.1%
184496107,CLH,CLEAN HARBORS INC,3003,3003,780.51K,780.51K,NEW,0.1%
023135106,AMZN,AMAZON COM INC,45794,3225,10.96M,771.74K,+7.6%,1.4%
580135101,MCD,MCDONALDS CORP,5871,2297,1.85M,723.55K,+64.3%,0.23%
67103H107,ORLY,OREILLY AUTOMOTIVE INC,10141,7332,997.98K,721.54K,+261%,0.12%
922908769,VTI,VANGUARD INDEX FDS,4405,2088,1.5M,711.06K,+90.1%,0.19%
885213108,TBLD,THORNBURG INCM BUILDER OPP T,434901,33282,9.22M,705.25K,+8.3%,1.1%
30303M102,META,META PLATFORMS INC,3674,972,2.63M,696.37K,+36%,0.32%
67066G104,NVDA,NVIDIA CORPORATION,391382,3606,74.8M,689.22K,+0.9%,9.2%
617700109,MORN,MORNINGSTAR INC,3396,3396,686.31K,686.31K,NEW,0.08%
256163106,DOCU,DOCUSIGN INC,16556,12859,869.85K,675.61K,+347.8%,0.11%
59522J103,MAA,MID-AMER APT CMNTYS INC,4992,4992,670.37K,670.37K,NEW,0.08%
20030N101,CMCSA,COMCAST CORP NEW,22145,22145,658.82K,658.82K,NEW,0.08%
38141G104,GS,GOLDMAN SACHS GROUP INC,1419,694,1.33M,649.3K,+95.7%,0.16%
548661107,LOW,LOWES COS INC,2394,2394,639.34K,639.34K,NEW,0.08%
36467J108,GLPI,GAMING & LEISURE PPTYS INC,13503,13503,604.27K,604.27K,NEW,0.07%
G1151C101,ACN,ACCENTURE PLC IRELAND,3643,2223,960.44K,586.07K,+156.5%,0.12%
053611109,AVY,AVERY DENNISON CORP,3139,3139,582.37K,582.37K,NEW,0.07%
76171L106,REYN,REYNOLDS CONSUMER PRODS INC,25006,25006,579.39K,579.39K,NEW,0.07%
92206C714,VONV,VANGUARD SCOTTSDALE FDS,74404,5823,7.18M,561.8K,+8.5%,0.89%
98980L101,ZM,ZOOM COMMUNICATIONS INC,15205,6024,1.4M,554.81K,+65.6%,0.17%
459506101,IFF,INTERNATIONAL FLAVORS&FRAGRA,7927,7927,553.39K,553.39K,NEW,0.07%
87612E106,TGT,TARGET CORP,5182,5182,546.55K,546.55K,NEW,0.07%
55306N104,MKSI,MKS INC.,2292,2292,539.56K,539.56K,NEW,0.07%
049468101,TEAM,ATLASSIAN CORPORATION,4524,4524,534.65K,534.65K,NEW,0.07%
80004C200,SNDK,SANDISK CORP,922,922,531.3K,531.3K,NEW,0.07%
15135B101,CNC,CENTENE CORP DEL,25831,12243,1.12M,530.37K,+90.1%,0.14%
01973R101,ALSN,ALLISON TRANSMISSION HLDGS I,8369,4870,909.74K,529.39K,+139.2%,0.11%
02665T306,AMH,AMERICAN HOMES 4 RENT,16831,16831,527.15K,527.15K,NEW,0.07%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,9554,9554,525.95K,525.95K,NEW,0.06%
147528103,CASY,CASEYS GEN STORES INC,851,851,516.13K,516.13K,NEW,0.06%
90138F102,TWLO,TWILIO INC,4273,4273,514.73K,514.73K,NEW,0.06%
833034101,SNA,SNAP ON INC,1404,1404,514.1K,514.1K,NEW,0.06%
02079K305,GOOGL,ALPHABET INC,6443,1521,2.18M,514.1K,+30.9%,0.27%
49271V100,KDP,KEURIG DR PEPPER INC,18617,18617,510.85K,510.85K,NEW,0.06%
911312106,UPS,UNITED PARCEL SERVICE INC,4774,4774,507.09K,507.09K,NEW,0.06%
75513E101,RTX,RTX CORPORATION,49508,2467,9.95M,495.7K,+5.2%,1.2%
19260Q107,COIN,COINBASE GLOBAL INC,41644,2477,8.11M,482.37K,+6.3%,1%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,1376,1376,471.76K,471.76K,NEW,0.06%
17275R102,CSCO,CISCO SYS INC,25086,5945,1.96M,465.61K,+31.1%,0.24%
91529Y106,UNM,UNUM GROUP,6094,6094,462.97K,462.97K,NEW,0.06%
044186104,ASH,ASHLAND INC,7566,7566,462.74K,462.74K,NEW,0.06%
G3922B107,G,GENPACT LIMITED,21221,10314,935.85K,454.85K,+94.6%,0.12%
00846U101,A,AGILENT TECHNOLOGIES INC,3356,3356,449.21K,449.21K,NEW,0.06%
88160R101,TSLA,TESLA INC,3165,1043,1.36M,448.85K,+49.2%,0.17%
426281101,JKHY,HENRY JACK & ASSOC INC,2492,2492,446.59K,446.59K,NEW,0.06%
64110L106,NFLX,NETFLIX INC,5863,5345,489.5K,446.25K,+1031.9%,0.06%
989701107,ZION,ZIONS BANCORPORATION N A,7438,7438,445.59K,445.59K,NEW,0.05%
512816109,LAMR,LAMAR ADVERTISING CO NEW,6962,3426,893.24K,439.56K,+96.9%,0.11%
913903100,UHS,UNIVERSAL HLTH SVCS INC,4116,2182,828.4K,439.16K,+112.8%,0.1%
133131102,CPT,CAMDEN PPTY TR,6446,3988,702.89K,434.87K,+162.2%,0.09%
046353108,AZN,ASTRAZENECA PLC,4684,4684,434.54K,434.54K,NEW,0.05%
902973304,USB,US BANCORP DEL,7697,7697,431.9K,431.9K,NEW,0.05%
70438V106,PCTY,PAYLOCITY HLDG CORP,5056,3189,682.46K,430.45K,+170.8%,0.08%
02005N100,ALLY,ALLY FINL INC,10108,10108,427.37K,427.37K,NEW,0.05%
337738108,FISV,FISERV INC,6590,6590,419.98K,419.98K,NEW,0.05%
219350105,GLW,CORNING INC,154754,4061,15.98M,419.3K,+2.7%,2%
770323103,RHI,ROBERT HALF INC.,25993,12036,899.62K,416.57K,+86.2%,0.11%
291011104,EMR,EMERSON ELEC CO,5407,2830,794.64K,415.91K,+109.8%,0.1%
343498101,FLO,FLOWERS FOODS INC,35743,35743,408.55K,408.55K,NEW,0.05%
69370C100,PTC,PTC INC,2604,2604,406.56K,406.56K,NEW,0.05%
74164M108,PRI,PRIMERICA INC,1497,1497,393.78K,393.78K,NEW,0.05%
88162G103,TTEK,TETRA TECH INC NEW,10432,10432,392.85K,392.85K,NEW,0.05%
29415F104,NVST,ENVISTA HOLDINGS CORPORATION,16707,16707,392.11K,392.11K,NEW,0.05%
N14506104,ESTC,ELASTIC N V,10482,5920,691.08K,390.31K,+129.8%,0.09%
577081102,MAT,MATTEL INC,18683,18683,390.29K,390.29K,NEW,0.05%
058498106,BALL,BALL CORP,6808,6808,387.17K,387.17K,NEW,0.05%
04247X102,AWI,ARMSTRONG WORLD INDS INC NEW,3209,2082,589.62K,382.55K,+184.7%,0.07%
969904101,WSM,WILLIAMS SONOMA INC,3744,1865,766.24K,381.69K,+99.3%,0.09%
126117100,CNA,CNA FINL CORP,7961,7961,381.03K,381.03K,NEW,0.05%
47074L105,JAMF,JAMF HLDG CORP,29176,29176,380.75K,380.75K,NEW,0.05%
35671D857,FCX,FREEPORT-MCMORAN INC,6254,6254,376.68K,376.68K,NEW,0.05%
02079K107,GOOG,ALPHABET INC,37166,1108,12.58M,375.09K,+3.1%,1.6%
723484101,PNW,PINNACLE WEST CAP CORP,3998,3998,374.09K,374.09K,NEW,0.05%
G0403H108,AON,AON PLC,1068,1068,373.42K,373.42K,NEW,0.05%
55261F104,MTB,M & T BK CORP,1684,1684,373.13K,373.13K,NEW,0.05%
364760108,GAP,GAP INC,26092,13306,730.04K,372.3K,+104.1%,0.09%
749685103,RPM,RPM INTL INC,3460,3460,370.08K,370.08K,NEW,0.05%
530307305,LBRDK,LIBERTY BROADBAND CORP,7688,7688,369.87K,369.87K,NEW,0.05%
436440101,HOLX,HOLOGIC INC,8039,4932,602.36K,369.55K,+158.7%,0.07%
G0585R106,AGO,ASSURED GUARANTY LTD,4307,4307,365.47K,365.47K,NEW,0.05%
94419L101,W,WAYFAIR INC,3503,3503,362.52K,362.52K,NEW,0.04%
366651107,IT,GARTNER INC,1728,1728,362.21K,362.21K,NEW,0.04%
32051X108,FHB,FIRST HAWAIIAN INC,13561,13561,360.05K,360.05K,NEW,0.04%
860630102,SF,STIFEL FINL CORP,2918,2918,359.79K,359.79K,NEW,0.04%
26884U109,EPR,EPR PPTYS,13679,6561,741.97K,355.88K,+92.2%,0.09%
243537107,DECK,DECKERS OUTDOOR CORP,2968,2968,354.2K,354.2K,NEW,0.04%
001084102,AGCO,AGCO CORP,3118,3118,353.61K,353.61K,NEW,0.04%
931142103,WMT,WALMART INC,11891,2960,1.42M,352.65K,+33.1%,0.17%
89400J107,TRU,TRANSUNION,7124,4450,562.94K,351.64K,+166.4%,0.07%
78410G104,SBAC,SBA COMMUNICATIONS CORP NEW,3448,1909,634.84K,351.48K,+124%,0.08%
651639106,NEM,NEWMONT CORP,3128,3128,351.43K,351.43K,NEW,0.04%
533900106,LECO,LINCOLN ELEC HLDGS INC,3014,1322,799.82K,350.82K,+78.1%,0.1%
247361702,DAL,DELTA AIR LINES INC DEL,15784,5307,1.04M,349.68K,+50.7%,0.13%
594972408,MSTR,STRATEGY INC,2321,2321,347.48K,347.48K,NEW,0.04%
718172109,PM,PHILIP MORRIS INTL INC,23758,1920,4.26M,344.52K,+8.8%,0.53%
61174X109,MNST,MONSTER BEVERAGE CORP NEW,16969,4235,1.37M,342.02K,+33.3%,0.17%
009066101,ABNB,AIRBNB INC,8511,2627,1.1M,339.85K,+44.6%,0.14%
83601L102,SHC,SOTERA HEALTH CO,18713,18713,339.08K,339.08K,NEW,0.04%
74743L100,Q,QNITY ELECTRONICS INC,3525,3525,339.04K,339.04K,NEW,0.04%
81762P102,NOW,SERVICENOW INC,3872,2895,453.06K,338.74K,+296.3%,0.06%
29414B104,EPAM,EPAM SYS INC,3328,1616,694.22K,337.1K,+94.4%,0.09%
143658300,CCL,CARNIVAL CORP,24632,11222,739.45K,336.88K,+83.7%,0.09%
G50871105,JAZZ,JAZZ PHARMACEUTICALS PLC,2044,2044,336.22K,336.22K,NEW,0.04%
831865209,AOS,SMITH A O CORP,4566,4566,335.52K,335.52K,NEW,0.04%
25754A201,DPZ,DOMINOS PIZZA INC,812,812,333.2K,333.2K,NEW,0.04%
74834L100,DGX,QUEST DIAGNOSTICS INC,1780,1780,332.91K,332.91K,NEW,0.04%
172755100,CRUS,CIRRUS LOGIC INC,7662,2551,998.66K,332.5K,+49.9%,0.12%
500754106,KHC,KRAFT HEINZ CO,13765,13765,326.77K,326.77K,NEW,0.04%
737446104,POST,POST HLDGS INC,3180,3180,325.35K,325.35K,NEW,0.04%
78464A508,SPYV,SPDR SERIES TRUST,58041,5588,3.38M,325.05K,+10.7%,0.42%
277432100,EMN,EASTMAN CHEM CO,4675,4675,324.05K,324.05K,NEW,0.04%
517834107,LVS,LAS VEGAS SANDS CORP,6079,6079,320.55K,320.55K,NEW,0.04%
592688105,MTD,METTLER TOLEDO INTERNATIONAL,233,233,319.96K,319.96K,NEW,0.04%
34959E109,FTNT,FORTINET INC,3908,3908,317.56K,317.56K,NEW,0.04%
751212101,RL,RALPH LAUREN CORP,2762,896,976.15K,316.67K,+48%,0.12%
624756102,MLI,MUELLER INDS INC,2325,2325,316.53K,316.53K,NEW,0.04%
053807103,AVT,AVNET INC,5065,5065,316.02K,316.02K,NEW,0.04%
88025U109,TXG,10X GENOMICS INC,47829,15560,966.15K,314.31K,+48.2%,0.12%
745867101,PHM,PULTE GROUP INC,4475,2506,559.81K,313.49K,+127.3%,0.07%
758849103,REG,REGENCY CTRS CORP,4232,4232,308.38K,308.38K,NEW,0.04%
550021109,LULU,LULULEMON ATHLETICA INC,1766,1766,308.17K,308.17K,NEW,0.04%
894164102,TNL,TRAVEL PLUS LEISURE CO,12983,4372,902.82K,304.02K,+50.8%,0.11%
742718109,PG,PROCTER AND GAMBLE CO,1998,1998,303.26K,303.26K,NEW,0.04%
268150109,DT,DYNATRACE INC,7915,7915,301.48K,301.48K,NEW,0.04%
46625H100,JPM,JPMORGAN CHASE & CO.,28334,984,8.67M,301K,+3.6%,1.1%
84790A105,SPB,SPECTRUM BRANDS HLDGS INC NE,4711,4711,300.14K,300.14K,NEW,0.04%
125269100,CF,CF INDS HLDGS INC,5987,3204,558.19K,298.72K,+115.1%,0.07%
109194100,BFAM,BRIGHT HORIZONS FAM SOL IN D,3220,3220,298.27K,298.27K,NEW,0.04%
34964C106,FBIN,FORTUNE BRANDS INNOVATIONS I,5509,5509,298.04K,298.04K,NEW,0.04%
57060D108,MKTX,MARKETAXESS HLDGS INC,1761,1761,298.01K,298.01K,NEW,0.04%
146229109,CRI,CARTERS INC,8596,8596,297.52K,297.52K,NEW,0.04%
231561101,CW,CURTISS WRIGHT CORP,1377,452,904.27K,296.83K,+48.9%,0.11%
313745101,FRT,FEDERAL RLTY INVT TR NEW,2921,2921,295.49K,295.49K,NEW,0.04%
57667L107,MTCH,MATCH GROUP INC NEW,19697,9447,613.56K,294.27K,+92.2%,0.08%
252131107,DXCM,DEXCOM INC,4028,4028,294.2K,294.2K,NEW,0.04%
46817M107,JXN,JACKSON FINANCIAL INC,48571,2458,5.78M,292.31K,+5.3%,0.71%
11120U105,BRX,BRIXMOR PPTY GROUP INC,10877,10877,291.39K,291.39K,NEW,0.04%
922908751,VB,VANGUARD INDEX FDS,22204,1076,5.99M,290.4K,+5.1%,0.74%
14020X104,CGGO,CAPITAL GROUP GBL GROWTH EQT,219467,7924,7.98M,287.96K,+3.7%,0.98%
40412C101,HCA,HCA HEALTHCARE INC,1640,587,800.78K,286.62K,+55.7%,0.1%
30212P303,EXPE,EXPEDIA GROUP INC,5608,1082,1.49M,286.56K,+23.9%,0.18%
174610105,CFG,CITIZENS FINL GROUP INC,12372,4544,779.21K,286.19K,+58%,0.1%
26441C204,DUK,DUKE ENERGY CORP NEW,2355,2355,285.8K,285.8K,NEW,0.04%
445658107,JBHT,HUNT J B TRANS SVCS INC,5087,1409,1.03M,285.65K,+38.3%,0.13%
72346Q104,PNFP,PINNACLE FINL PARTNERS INC,3001,3001,285.37K,285.37K,NEW,0.04%
32054K103,FR,FIRST INDL RLTY TR INC,12047,4882,699.08K,283.3K,+68.1%,0.09%
78463X509,SPEM,SPDR INDEX SHS FDS,72879,5741,3.59M,282.46K,+8.6%,0.44%
883203101,TXT,TEXTRON INC,3201,3201,281.88K,281.88K,NEW,0.03%
00790R104,WMS,ADVANCED DRAIN SYS INC DEL,1850,1850,281.28K,281.28K,NEW,0.03%
30063P105,EXAS,EXACT SCIENCES CORP,2722,2722,278.57K,278.57K,NEW,0.03%
228368106,CCK,CROWN HLDGS INC,9507,2651,995.23K,277.52K,+38.7%,0.12%
665859104,NTRS,NORTHERN TR CORP,4293,1855,641.52K,277.2K,+76.1%,0.08%
74144T108,TROW,PRICE T ROWE GROUP INC,4968,2612,525.05K,276.05K,+110.9%,0.06%
96208T104,WEX,WEX INC,1789,1789,275.33K,275.33K,NEW,0.03%
302130109,EXPD,EXPEDITORS INTL WASH INC,1709,1709,274.36K,274.36K,NEW,0.03%
297178105,ESS,ESSEX PPTY TR INC,1913,1087,481.9K,273.82K,+131.6%,0.06%
681936100,OHI,OMEGA HEALTHCARE INVS INC,16305,6104,715.45K,267.84K,+59.8%,0.09%
79466L302,CRM,SALESFORCE INC,2135,1259,453.29K,267.3K,+143.7%,0.06%
125896100,CMS,CMS ENERGY CORP,3728,3728,266.54K,266.54K,NEW,0.03%
311900104,FAST,FASTENAL CO,6139,6139,266.19K,266.19K,NEW,0.03%
049560105,ATO,ATMOS ENERGY CORP,1598,1598,265.82K,265.82K,NEW,0.03%
31847R102,FAF,FIRST AMERN FINL CORP,7685,4198,485.51K,265.22K,+120.4%,0.06%
001055102,AFL,AFLAC INC,2383,2383,264.39K,264.39K,NEW,0.03%
35137L105,FOXA,FOX CORP,11369,3617,827.45K,263.25K,+46.7%,0.1%
922907746,VTEB,VANGUARD MUN BD FDS,5198,5198,262.81K,262.81K,NEW,0.03%
410867105,THG,HANOVER INS GROUP INC,1509,1509,262.79K,262.79K,NEW,0.03%
26210C104,DBX,DROPBOX INC,23251,10306,592.43K,262.6K,+79.6%,0.07%
