CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
512807306,LRCX,LAM RESEARCH CORP,2013,35,456.19K,7.93K,+1.8%,0.2%
191216100,KO,COCA COLA CO,3911,94,300.43K,7.22K,+2.5%,0.13%
00857U107,AGL,AGILON HEALTH INC,14778,14778,6.66K,6.66K,NEW,<.01%
58463J304,MPW,MEDICAL PPTYS TRUST INC,11929,1125,67.04K,6.32K,+10.4%,0.03%
79466L302,CRM,SALESFORCE INC,1900,24,367.59K,4.64K,+1.3%,0.16%
33733F101,FAD,FIRST TR EXCHANGE-TRADED ALP,2083,17,352.93K,2.88K,+0.8%,0.16%
95040Q104,WELL,WELLTOWER INC,2587,14,519.5K,2.81K,+0.5%,0.23%
092528843,HIMU,BLACKROCK ETF TRUST II,4941,57,242.14K,2.79K,+1.2%,0.11%
33739N108,FMB,FIRST TR EXCH TRADED FD III,4635,41,239.85K,2.12K,+0.9%,0.11%
086516101,BBY,BEST BUY INC,3402,30,231.47K,2.04K,+0.9%,0.1%
571903202,MAR,MARRIOTT INTL INC NEW,2274,4,817.16K,1.44K,+0.2%,0.36%
69374H436,QDPL,PACER FDS TR,8860,29,379.75K,1.24K,+0.3%,0.17%
771049103,RBLX,ROBLOX CORP,4463,17,321.07K,1.22K,+0.4%,0.14%
128125101,CSQ,CALAMOS STRATEGIC TOTAL RETU,32345,44,624.26K,849.2,+0.1%,0.27%
92556V106,VTRS,VIATRIS INC,15587,20,248.62K,319.01,+0.1%,0.11%
369550108,GD,GENERAL DYNAMICS CORP,1747,0,626.95K,0,NO CHANGE,0.28%
33740F326,XIDE,FIRST TR EXCHNG TRADED FD VI,10378,0,313.07K,0,NO CHANGE,0.14%
46641Q332,JEPI,J P MORGAN EXCHANGE TRADED F,4500,0,266.44K,0,NO CHANGE,0.12%
G7185A136,ATON,ALPHATON CAPITAL CORP,19272,0,10.41K,0,NO CHANGE,<.01%
45828J103,INTS,INTENSITY THERAPEUTICS INC,17420,0,6.52K,0,NO CHANGE,<.01%
91913Y100,VLO,VALERO ENERGY CORP,2345,-4,467.75K,-797.87,-0.2%,0.21%
464287598,IWD,ISHARES TR,1158,-5,259.84K,-1.12K,-0.4%,0.11%
33738R605,FV,FIRST TR EXCHANGE TRADED FD,4608,-23,303.15K,-1.51K,-0.5%,0.13%
311900104,FAST,FASTENAL CO,7187,-41,335.32K,-1.91K,-0.6%,0.15%
58733R102,MELI,MERCADOLIBRE INC,113,-1,228.88K,-2.03K,-0.9%,0.1%
03073E105,COR,CENCORA INC,658,-6,237.01K,-2.16K,-0.9%,0.1%
33740U810,XSEP,FIRST TR EXCHNG TRADED FD VI,8448,-60,360.85K,-2.56K,-0.7%,0.16%
14020W106,CGDV,CAPITAL GROUP DIVIDEND VALUE,6507,-68,296.45K,-3.1K,-1%,0.13%
H5919C104,ONON,ON HLDG AG,10039,-75,454.75K,-3.4K,-0.7%,0.2%
655844108,NSC,NORFOLK SOUTHN CORP,1003,-11,316.44K,-3.47K,-1.1%,0.14%
464287465,EFA,ISHARES TR,2372,-35,247.24K,-3.65K,-1.5%,0.11%
855244109,SBUX,STARBUCKS CORP,2572,-49,250.85K,-4.78K,-1.9%,0.11%
00287Y109,ABBV,ABBVIE INC,3466,-24,770.96K,-5.34K,-0.7%,0.34%
74347B680,REGL,PROSHARES TR,2785,-61,258.63K,-5.66K,-2.1%,0.11%
695156109,PKG,PACKAGING CORP AMER,1210,-30,292.44K,-7.25K,-2.4%,0.13%
46138E644,IPKW,INVESCO EXCH TRADED FD TR II,5488,-142,328.89K,-8.51K,-2.5%,0.14%
