CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
74736K101,QRVO,QORVO INC,1091,-2681,99.37K,-244.18K,-71.1%,<.01%
15677J108,DAY,DAYFORCEINC,0,-4527,0,-250.75K,CLOSE,0%
57686G105,MATX,MATSONINC,0,-2259,0,-251.54K,CLOSE,0%
05329W102,AN,AUTONATIONINC,0,-1281,0,-254.47K,CLOSE,0%
09627Y109,BPMC,BLUEPRINTMEDICINESCORP,0,-2000,0,-256.36K,CLOSE,0%
08265T208,BSY,BENTLEYSYSINC,0,-4757,0,-256.74K,CLOSE,0%
354613101,BEN,FRANKLIN RESOURCES INC,1808,-11348,41.82K,-262.48K,-86.3%,<.01%
87241L109,TFII,TFI INTL INC,376,-3057,33.11K,-269.2K,-89%,<.01%
87162W100,SNX,TDSYNNEXCORPORATION,0,-2001,0,-271.54K,CLOSE,0%
101121101,BXP,BXPINC,0,-4057,0,-273.73K,CLOSE,0%
69318J100,CNXN,PCCONNECTIONINC,0,-4167,0,-274.11K,CLOSE,0%
443320106,HUBG,HUBGROUPINC,0,-8236,0,-275.33K,CLOSE,0%
59156R108,MET,METLIFE INC,11045,-3346,909.78K,-275.61K,-23.3%,0.02%
81617J301,WTTR,SELECT WATER SOLUTIONS INC,17277,-25825,184.69K,-276.07K,-59.9%,<.01%
500688106,KOS,KOSMOSENERGYLTD,0,-163672,0,-281.52K,CLOSE,0%
401617105,GES,GUESSINC,0,-23888,0,-288.81K,CLOSE,0%
449109107,HYLN,HYLIION HOLDINGS CORP,101400,-146961,199.76K,-289.51K,-59.2%,<.01%
78349D107,RXST,RXSIGHTINC,0,-22303,0,-289.94K,CLOSE,0%
63911H207,KITT,NAUTICUSROBOTICSINC,0,-325471,0,-294.42K,CLOSE,0%
732908108,PONY,PONYAIINC,0,-22590,0,-298.19K,CLOSE,0%
03212B103,AMPY,AMPLIFY ENERGY CORP NEW,24381,-57010,128K,-299.3K,-70%,<.01%
707569109,PENN,PENNENTERTAINMENTINC,0,-16836,0,-300.86K,CLOSE,0%
89400J107,TRU,TRANSUNION,0,-3458,0,-304.3K,CLOSE,0%
438128308,HMC,HONDAMOTORLTD,0,-10588,0,-305.25K,CLOSE,0%
H8088L103,SRAD,SPORTRADARGROUPAG,0,-10909,0,-306.32K,CLOSE,0%
863667101,SYK,STRYKER CORPORATION,3,-850,1.09K,-307.98K,-99.6%,<.01%
98421M106,XRX,XEROX HOLDINGS CORP,53609,-81925,201.57K,-308.04K,-60.4%,<.01%
G2283U100,PEW,COLOMBIERACQUISITIONCORPI,0,-20000,0,-309.2K,CLOSE,0%
909907107,UBSI,UNITEDBANKSHARESINCWESTV,0,-8794,0,-320.37K,CLOSE,0%
74340W103,PLD,PROLOGIS INC.,13309,-2837,1.52M,-324.89K,-17.6%,0.04%
G36738105,FDP,FRESHDELMONTEPRODUCEINC,0,-10055,0,-325.98K,CLOSE,0%
346375108,FORM,FORMFACTORINC,0,-9495,0,-326.72K,CLOSE,0%
91347P105,OLED,UNIVERSAL DISPLAY CORP,3783,-2275,543.35K,-326.76K,-37.6%,0.01%
803607100,SRPT,SAREPTA THERAPEUTICS INC,15990,-17115,308.13K,-329.81K,-51.7%,<.01%
24664T103,DKL,DELEK LOGISTICS PARTNERS LP,2095,-7419,95.41K,-337.86K,-78%,<.01%
651587107,NEU,NEWMARKETCORP,0,-494,0,-341.08K,CLOSE,0%
74022D407,PDS,PRECISIONDRILLINGCORP,0,-7221,0,-341.12K,CLOSE,0%
277461406,KODK,EASTMANKODAKCO,0,-60458,0,-341.59K,CLOSE,0%
174610105,CFG,CITIZENS FINL GROUP INC,29293,-6459,1.56M,-343.36K,-18.1%,0.04%
163851108,CC,CHEMOURSCO,0,-30327,0,-347.24K,CLOSE,0%
92835K103,VPG,VISHAY PRECISION GROUP INC,234719,-10947,7.52M,-350.85K,-4.5%,0.19%
832696405,SJM,SMUCKERJMCO,0,-3608,0,-354.31K,CLOSE,0%
931427108,WBA,WALGREENSBOOTSALLIANCEINC,0,-30948,0,-355.28K,CLOSE,0%
500472303,PHG,KONINKLIJKEPHILIPSNV,0,-15245,0,-365.57K,CLOSE,0%
22041X102,CRSR,CORSAIRGAMINGINC,0,-38785,0,-365.74K,CLOSE,0%
04342Y104,ASAN,ASANA INC,14671,-27608,196K,-368.84K,-65.3%,<.01%
126633205,UAN,CVR PARTNERS LP,2740,-4144,246.93K,-373.46K,-60.2%,<.01%
683344105,ONTO,ONTO INNOVATION INC,550,-2935,71.07K,-379.26K,-84.2%,<.01%
80874P109,LNWO,LIGHT&amp;WONDERINC,0,-3992,0,-384.27K,CLOSE,0%
98956A105,ZETA,ZETA GLOBAL HOLDINGS CORP,9704,-19581,192.82K,-389.07K,-66.9%,<.01%
49714P108,KNSL,KINSALECAPGROUPINC,0,-810,0,-391.84K,CLOSE,0%
98980A105,ZTO,ZTO EXPRESS CAYMAN INC,160372,-20468,3.08M,-392.99K,-11.3%,0.08%
344849104,FL,FOOTLOCKERINC,0,-16061,0,-393.49K,CLOSE,0%
91912E105,VALE,VALESA,0,-40881,0,-396.96K,CLOSE,0%
911549103,UAMY,UNITEDSTATESANTIMONYCORP,0,-185570,0,-404.54K,CLOSE,0%
98923K103,ZK,ZEEKRINTELLIGENTTECHNOLOGY,0,-16300,0,-415.65K,CLOSE,0%
29272W109,ENR,ENERGIZERHLDGSINCNEW,0,-20743,0,-418.18K,CLOSE,0%
731068102,PII,POLARIS INC,1550,-7316,90.1K,-425.28K,-82.5%,<.01%
918204108,VFC,VFCORP,0,-36952,0,-434.19K,CLOSE,0%
46187W107,INVH,INVITATIONHOMESINC,0,-13282,0,-435.65K,CLOSE,0%
826919102,SLAB,SILICONLABORATORIESINC,0,-2998,0,-441.79K,CLOSE,0%
452308109,ITW,ILLINOIS TOOL WKS INC,2,-1679,532,-446.61K,-99.9%,<.01%
726503105,PAA,PLAINS ALL AMERN PIPELINE L,105289,-26580,1.8M,-453.45K,-20.2%,0.05%
N0731H103,ATAI,ATAILIFESCIENCESNV,0,-208548,0,-456.72K,CLOSE,0%
06738E204,BCS,BARCLAYSPLC,0,-24919,0,-463.24K,CLOSE,0%
57637H103,MCFT,MASTERCRAFTBOATHLDGSINC,0,-24958,0,-463.72K,CLOSE,0%
03076C106,AMP,AMERIPRISEFINLINC,0,-876,0,-467.55K,CLOSE,0%
00288U106,ABCL,ABCELLERABIOLOGICSINC,0,-136614,0,-468.59K,CLOSE,0%
98420N105,XENE,XENONPHARMACEUTICALSINC,0,-15000,0,-469.5K,CLOSE,0%
72147K108,PPC,PILGRIMSPRIDECORP,0,-10529,0,-473.59K,CLOSE,0%
12618T105,CRAI,CRAINTLINC,0,-2549,0,-477.61K,CLOSE,0%
61174X109,MNST,MONSTERBEVERAGECORPNEW,0,-7640,0,-478.57K,CLOSE,0%
G1890L107,CPRI,CAPRIHOLDINGSLIMITED,0,-27093,0,-479.55K,CLOSE,0%
278865100,ECL,ECOLABINC,0,-1805,0,-486.34K,CLOSE,0%
03762U105,ARI,APOLLO COML REAL EST FIN INC,549,-48061,5.56K,-486.83K,-98.9%,<.01%
127203107,WHD,CACTUSINC,0,-11422,0,-499.37K,CLOSE,0%
89417E109,TRV,TRAVELERS COMPANIES INC,825,-1796,230.24K,-501.23K,-68.5%,<.01%
874080104,TAL,TALEDUCATIONGROUP,0,-49894,0,-509.92K,CLOSE,0%
59001A102,MTH,MERITAGEHOMESCORP,0,-7629,0,-510.91K,CLOSE,0%
Y7542C130,STNG,SCORPIOTANKERSINC,0,-13328,0,-521.52K,CLOSE,0%
G25508105,CRH,CRH PLC,1036,-4350,124.22K,-521.56K,-80.8%,<.01%
G1827K107,CEPO,CANTOR EQUITY PARTNERS I INC,30003,-49966,313.83K,-522.64K,-62.5%,<.01%
14040H105,COF,CAPITALONEFINLCORP,0,-2462,0,-523.9K,CLOSE,0%
235825205,DAN,DANAINC,0,-30768,0,-527.67K,CLOSE,0%
42226A107,HQY,HEALTHEQUITY INC,6017,-5584,570.23K,-529.2K,-48.1%,0.01%
978097103,WWW,WOLVERINEWORLDWIDEINC,0,-29456,0,-532.56K,CLOSE,0%
63001N106,NATL,NCRATLEOSCORPORATION,0,-18831,0,-537.25K,CLOSE,0%
36317J209,GLXY,GALAXYDIGITALINC.,0,-24707,0,-541.08K,CLOSE,0%
83570H108,SONO,SONOSINC,0,-50140,0,-542.01K,CLOSE,0%
44107P104,HST,HOSTHOTELS&amp;RESORTSINC,0,-35439,0,-544.34K,CLOSE,0%
912008109,USFD,US FOODS HLDG CORP,4373,-7160,335.06K,-548.6K,-62.1%,<.01%
06849F108,B,BARRICKMNGCORP,0,-26455,0,-550.79K,CLOSE,0%
69318G106,PBF,PBF ENERGY INC,12725,-18382,383.91K,-554.58K,-59.1%,<.01%
410345102,HBI,HANESBRANDSINC,0,-124154,0,-568.62K,CLOSE,0%
59151K108,MEOH,METHANEXCORP,0,-17288,0,-572.23K,CLOSE,0%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,123961,-44166,1.61M,-572.83K,-26.3%,0.04%
G9456A100,GLNG,GOLAR LNG LTD,82156,-14342,3.32M,-579.56K,-14.9%,0.08%
02927U208,AREC,AMERICANRESCORP,0,-700844,0,-580.58K,CLOSE,0%
H42097107,UBS,UBSGROUPAG,0,-17389,0,-588.1K,CLOSE,0%
103304101,BYD,BOYDGAMINGCORP,0,-7614,0,-595.64K,CLOSE,0%
902252105,TYL,TYLERTECHNOLOGIESINC,0,-1015,0,-601.74K,CLOSE,0%
44952J104,CRGY,CRESCENTENERGYCOMPANY,0,-70207,0,-603.78K,CLOSE,0%
N14506104,ESTC,ELASTICNV,0,-7169,0,-604.56K,CLOSE,0%
56501R106,MFC,MANULIFEFINLCORP,0,-19088,0,-610.05K,CLOSE,0%
30049H102,EVLV,EVOLVTECHNOLOGIESHLDNGSIN,0,-100515,0,-627.21K,CLOSE,0%
29444U700,EQIX,EQUINIXINC,0,-793,0,-630.86K,CLOSE,0%
679580100,ODFL,OLDDOMINIONFREIGHTLINEIN,0,-3897,0,-632.48K,CLOSE,0%
518415104,LSCC,LATTICESEMICONDUCTORCORP,0,-12930,0,-633.44K,CLOSE,0%
95058W100,WEN,WENDYSCO,0,-56906,0,-649.87K,CLOSE,0%
05550J101,BJ,BJS WHSL CLUB HLDGS INC,23642,-6988,2.2M,-651.63K,-22.8%,0.06%
05534B760,BCE,BCE INC,51150,-27979,1.2M,-654.43K,-35.4%,0.03%
03990B101,ARES,ARES MANAGEMENT CORPORATION,15006,-4096,2.4M,-654.91K,-21.4%,0.06%
831865209,AOS,SMITH A O CORP,3840,-9021,281.89K,-662.23K,-70.1%,<.01%
03674X106,AR,ANTERO RESOURCES CORP,46698,-19906,1.57M,-668.05K,-29.9%,0.04%
46817M107,JXN,JACKSONFINANCIALINC,0,-7685,0,-682.35K,CLOSE,0%
74275K108,PCOR,PROCORETECHNOLOGIESINC,0,-10066,0,-688.72K,CLOSE,0%
911163103,UNFI,UNITEDNATFOODSINC,0,-29574,0,-689.37K,CLOSE,0%
45866F104,ICE,INTERCONTINENTALEXCHANGEIN,0,-3932,0,-721.4K,CLOSE,0%
29446M102,EQNR,EQUINOR ASA,4017,-29745,97.93K,-725.18K,-88.1%,<.01%
412822108,HOG,HARLEY DAVIDSON INC,6059,-26480,169.05K,-738.79K,-81.4%,<.01%
25179M103,DVN,DEVONENERGYCORPNEW,0,-23560,0,-749.44K,CLOSE,0%
113004105,BAM,BROOKFIELD ASSET MANAGMT LTD,53494,-13249,3.05M,-754.4K,-19.9%,0.08%
93403J106,WRBY,WARBYPARKERINC,0,-34732,0,-761.67K,CLOSE,0%
860630102,SF,STIFELFINLCORP,0,-7372,0,-765.07K,CLOSE,0%
26922A842,JETS,ETFSERSOLUTIONS,0,-33431,0,-767.91K,CLOSE,0%
589889104,MMSI,MERITMEDSYSINC,0,-8234,0,-769.71K,CLOSE,0%
H11356104,BG,BUNGE GLOBAL SA,18486,-9557,1.5M,-776.51K,-34.1%,0.04%
00846U101,A,AGILENTTECHNOLOGIESINC,0,-6592,0,-777.92K,CLOSE,0%
88822Q103,TIPT,TIPTREEINC,0,-34582,0,-815.44K,CLOSE,0%
64828T201,RITM,RITHMCAPITALCORP,0,-72650,0,-820.22K,CLOSE,0%
90138A103,VNET,VNETGROUPINC,0,-119042,0,-821.39K,CLOSE,0%
70932M107,PFSI,PENNYMACFINLSVCSINCNEW,0,-8254,0,-822.43K,CLOSE,0%
92686J106,VKTX,VIKINGTHERAPEUTICSINC,0,-31194,0,-826.64K,CLOSE,0%
861012102,STM,STMICROELECTRONICS N V,237171,-29293,6.7M,-827.82K,-11%,0.17%
294429105,EFX,EQUIFAX INC,12292,-3242,3.15M,-831.67K,-20.9%,0.08%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,46919,-5184,7.67M,-847.07K,-9.9%,0.19%
20825C104,COP,CONOCOPHILLIPS,0,-9576,0,-859.35K,CLOSE,0%
038923108,ABR,ARBOR REALTY TRUST INC,276,-71172,3.37K,-869.02K,-99.6%,<.01%
904311107,UAA,UNDER ARMOUR INC,456519,-174945,2.28M,-872.98K,-27.7%,0.06%
17888H103,CIVI,CIVITASRESOURCESINC,0,-31812,0,-875.47K,CLOSE,0%
04010E109,AGX,ARGANINC,0,-3994,0,-880.6K,CLOSE,0%
69331C108,PCG,PG&amp;E CORP,11640,-59250,175.53K,-893.49K,-83.6%,<.01%
04956D107,ATMU,ATMUS FILTRATION TECHNOLOGIE,43558,-20065,1.96M,-904.73K,-31.5%,0.05%
784730103,SSRM,SSRMININGIN,0,-72074,0,-918.22K,CLOSE,0%
88034P109,TME,TENCENTMUSICENTMTGROUP,0,-47979,0,-935.11K,CLOSE,0%
49639K101,KC,KINGSOFTCLOUDHLDGSLTD,0,-75000,0,-939K,CLOSE,0%
126650100,CVS,CVSHEALTHCORP,0,-13752,0,-948.61K,CLOSE,0%
00766T100,ACM,AECOM,0,-8455,0,-954.23K,CLOSE,0%
N82405106,STLA,STELLANTIS N.V,162448,-102935,1.52M,-961.41K,-38.8%,0.04%
493267108,KEY,KEYCORP,564,-51930,10.54K,-970.56K,-98.9%,<.01%
50212V100,LPLA,LPLFINLHLDGSINC,0,-2595,0,-973.21K,CLOSE,0%
G2143T103,CMPR,CIMPRESS PLC,353,-15450,22.25K,-973.96K,-97.8%,<.01%
526107107,LII,LENNOX INTL INC,408,-1858,215.99K,-983.58K,-82%,<.01%
743315103,PGR,PROGRESSIVECORP,0,-3710,0,-990.07K,CLOSE,0%
448579102,H,HYATTHOTELSCORP,0,-7126,0,-995.15K,CLOSE,0%
69047Q102,OVV,OVINTIV INC,14588,-25490,589.06K,-1.03M,-63.6%,0.01%
054540208,ACLS,AXCELIS TECHNOLOGIES INC,1005,-10612,98.13K,-1.04M,-91.3%,<.01%
917047102,URBN,URBANOUTFITTERSINC,0,-14309,0,-1.04M,CLOSE,0%
52736R102,LEVI,LEVISTRAUSS&amp;CONEW,0,-56440,0,-1.04M,CLOSE,0%
38526M106,LOPE,GRANDCANYONEDINC,0,-5566,0,-1.05M,CLOSE,0%
767204100,RIO,RIOTINTOPLC,0,-18210,0,-1.06M,CLOSE,0%
26853E102,EH,EHANGHLDGSLTD,0,-61596,0,-1.07M,CLOSE,0%
806857108,SLB,SCHLUMBERGER LTD,350342,-31138,12.04M,-1.07M,-8.2%,0.3%
719405102,PLAB,PHOTRONICS INC,3506,-47374,80.46K,-1.09M,-93.1%,<.01%
G3730H106,CCIR,COHENCIRCLEACQUISITIONCOR,0,-100000,0,-1.1M,CLOSE,0%
238337109,PLAY,DAVE &amp; BUSTERS ENTMT INC,18109,-60517,328.86K,-1.1M,-77%,<.01%
974637100,WGO,WINNEBAGO INDS INC,9183,-34192,307.08K,-1.14M,-78.8%,<.01%
552953101,MGM,MGM RESORTS INTERNATIONAL,8673,-33035,300.61K,-1.14M,-79.2%,<.01%
379577208,GMED,GLOBUSMEDINC,0,-19439,0,-1.15M,CLOSE,0%
M5425M103,INMD,INMODE LTD,50136,-77444,747.03K,-1.15M,-60.7%,0.02%
